epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,4961.68,0.65511,0.46698,0.91334,0.86881,0.99366,0.96003,0.76137,0.90001,0.61594,1.11735,0.0012278,0.0012278,0.0012278
41,5088.8,0.63905,0.42994,0.91031,0.94895,0.95,0.95,0.75477,0.84691,0.59707,1.11248,0.001208,0.001208,0.001208
42,5206.27,0.65294,0.46971,0.92898,0.94709,0.89516,0.93126,0.71985,0.91052,0.75547,1.10365,0.0011882,0.0011882,0.0011882
43,5623.75,0.66555,0.44584,0.92874,0.93717,0.95,0.94945,0.72044,0.85777,0.63254,1.06426,0.0011684,0.0011684,0.0011684
44,5749.37,0.65224,0.45732,0.91996,0.96246,0.85,0.93962,0.7721,0.78757,0.5659,1.03712,0.0011486,0.0011486,0.0011486
45,6612.52,0.63707,0.44052,0.9165,0.9713,0.75,0.87266,0.67159,0.91683,0.82861,1.2198,0.0011288,0.0011288,0.0011288
46,6735.2,0.62442,0.4365,0.91484,0.94432,0.84811,0.86594,0.72278,0.87546,0.84274,1.20123,0.001109,0.001109,0.001109
47,180.313,0.74422,1.0678,1.01504,0.76016,0.75,0.78734,0.61139,0.84826,0.99269,1.24049,0.0010892,0.0010892,0.0010892
48,320.535,0.68841,0.64216,0.97187,0.857,0.85,0.92089,0.68868,0.97483,0.70585,1.26458,0.0010694,0.0010694,0.0010694
49,475.335,0.65937,0.5157,0.92748,0.94306,0.9,0.93278,0.74394,0.8693,0.75909,1.25836,0.0010496,0.0010496,0.0010496
50,629.807,0.64136,0.51936,0.92634,0.92793,0.9,0.93951,0.75808,0.85479,0.78407,1.12527,0.0010298,0.0010298,0.0010298
51,911.903,0.63362,0.4756,0.91584,0.99296,0.9,0.96078,0.76401,0.83639,0.57172,1.0807,0.00101,0.00101,0.00101
